,scientific_name,common_names,occurrence,nativeness,abundance,seasonality
14987,Sterna maxima,Royal Tern,Present,Native,Common,Migratory
14988,Sterna paradisaea,Arctic Tern,Present,Native,Occasional,Vagrant
14989,Xema sabini,Sabine's Gull,Present,Native,Occasional,Vagrant
14990,Himantopus mexicanus,Black-Necked Stilt,Present,Native,Occasional,Vagrant
14991,Recurvirostra americana,American Avocet,Present,Native,Occasional,Vagrant
14992,Actitis macularia,Spotted Sandpiper,Present,Native,Uncommon,Migratory
14993,Aphriza virgata,Surfbird,Present,Native,Rare,Vagrant
14994,Arenaria interpres,Ruddy Turnstone,Present,Native,Common,Vagrant
14995,Arenaria melanocephala,Black Turnstone,Present,Native,Abundant,Migratory
14996,Bartramia longicauda,Upland Sandpiper,Present,Native,Occasional,Vagrant
14997,Calidris alba,Sanderling,Present,Native,Abundant,Migratory
14998,Calidris alpina,Dunlin,Present,Native,Uncommon,Migratory
14999,Calidris bairdii,Baird's Sandpiper,Present,Native,Occasional,Vagrant
15000,Calidris canutus,Red Knot,Present,Native,Occasional,Vagrant
15001,Calidris mauri,Western Sandpiper,Present,Native,Uncommon,Vagrant
15002,Calidris melanotos,Pectoral Sandpiper,Present,Native,Rare,Vagrant
15003,Calidris minutilla,Least Sandpiper,Present,Native,Common,No Data
15004,Catoptrophorus semipalmatus,Willet,Present,Native,Abundant,Migratory
15005,Gallinago gallinago,Common Snipe,Present,Native,Uncommon,Vagrant
15006,Heteroscelus incanus,Wandering Tattler,Present,Native,Common,Migratory
15007,Limnodromus griseus,Short-Billed Dowitcher,Present,Native,Occasional,Vagrant
15008,Limnodromus scolopaceus,Long-Billed Dowitcher,Present,Native,Rare,Vagrant
15009,Limosa fedoa,Marbled Godwit,Present,Native,Abundant,Migratory
15010,Numenius americanus,Long-Billed Curlew,Present,Native,Uncommon,Migratory
15011,Numenius phaeopus,Whimbrel,Present,Native,Common,Migratory
15012,Phalaropus fulicaria,Red Phalarope,Present,Native,Rare,Migratory
15013,Phalaropus lobatus,Red-Necked Phalarope,Present,Native,Rare,Vagrant
15014,Phalaropus tricolor,Wilson's Phalarope,Present,Native,Occasional,Vagrant
15015,Tringa flavipes,Lesser Yellowlegs,Present,Native,Occasional,Vagrant
15016,Tringa melanoleuca,Greater Yellowlegs,Present,Native,Rare,Vagrant
15017,Tringa solitaria,Solitary Sandpiper,Present,Native,Rare,Vagrant
15018,Tryngites subruficollis,Buff-Breasted Sandpiper,Present,Native,Occasional,Vagrant
15019,Stercorarius longicaudus,Long-Tailed Jaeger,Present,Native,Occasional,Vagrant
15020,Stercorarius maccormicki,South Polar Skua,Present,Native,Occasional,Vagrant
15021,Stercorarius parasiticus,Parasitic Jaeger,Present,Native,Rare,Migratory
15022,Stercorarius pomarinus,Pomarine Jaeger,Present,Native,Occasional,Vagrant
15023,Columba fasciata,Band-Tailed Pigeon,Present,Native,Uncommon,Migratory
15024,Columba livia,Rock Dove,Present,Native,Rare,Breeder
15025,Streptopelia chinensis,Spotted Dove,Present,Native,Occasional,Vagrant
15026,Streptopelia risoria,Ringed Turtle-Dove,Present,Native,Occasional,Vagrant
15027,Zenaida asiatica,White-Winged Dove,Present,Native,Occasional,Vagrant
15028,Zenaida macroura,Mourning Dove,Present,Native,Uncommon,Breeder
15029,Ceryle alcyon,Belted Kingfisher,Present,Native,Uncommon,Migratory
15030,Coccyzus americanus,Yellow-Billed Cuckoo,Present,Native,Occasional,Vagrant
15031,Coccyzus erythropthalmus,Black-Billed Cuckoo,Present,Native,Occasional,Vagrant
15032,Falco columbarius,Merlin,Present,Native,Rare,Migratory
15033,Falco mexicanus,Prairie Falcon,Present,Native,Occasional,Vagrant
15034,Falco peregrinus,Peregrine Falcon,Present,Native,Rare,Breeder
15035,Falco sparverius,American Kestrel,Present,Native,Rare,Breeder
15036,Callipepla californica,California Quail,Present,Not Native,Common,Breeder
15037,Callipepla gambelii,Gambel's Quail,Not Present (Historical Report),Not Native,No Data,No Data
15038,Alectoris chukar,Chukar,Not Present (Historical Report),Not Native,No Data,No Data
15039,Meleagris gallopavo,Wild Turkey,Present,Not Native,Rare,Breeder
15040,Pavo cristatus,Common Peafowl,Present,Not Native,Rare,Breeder
15041,Phasianus colchicus,Ring-Necked Pheasent,Present,Not Native,Occasional,Vagrant
15042,Gavia immer,Common Loon,Present,Native,Common,Vagrant
15043,Gavia pacifica,Pacific Loon,Present,Native,Abundant,Vagrant
15044,Gavia stellata,Red-Throated Loon,Present,Native,Uncommon,Vagrant
15045,Fulica americana,American Coot,Present,Native,Occasional,Breeder
15046,Porzana carolina,Sora,Present,Native,Rare,Vagrant
15047,Rallus limicola,Virginia Rail,Present,Native,Occasional,Breeder
15048,Psaltriparus minimus,Bushtit,Present,Native,Common,Breeder
15049,Eremophila alpestris,Horned Lark,Present,Native,Abundant,Breeder
15050,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Uncommon,Vagrant
15051,Calcarius lapponicus,Lapland Longspur,Present,Native,Occasional,Vagrant
15052,Calcarius mccownii,Mccown's Longspur,Present,Native,Occasional,Vagrant
15053,Calcarius ornatus,Chestnut-Collared Longspur,Present,Native,Occasional,Vagrant
15054,Cardinalis sinuatus,Pyrrhuloxia,Present,Native,Occasional,Vagrant
15055,Guiraca caerulea,Blue Grosbeak,Present,Native,Rare,Vagrant
15056,Passerina amoena,Lazuli Bunting,Present,Native,Occasional,Breeder
15057,Passerina cyanea,Indigo Bunting,Present,Native,Uncommon,Vagrant
15058,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Present,Native,Uncommon,Vagrant
15059,Pheucticus melanocephalus,Black-Headed Grosbeak,Present,Native,Rare,Breeder
15060,Piranga ludoviciana,Western Tanager,Present,Native,Common,Vagrant
15061,Piranga olivacea,Scarlet Tanager,Present,Native,Occasional,Vagrant
15062,Piranga rubra,Summer Tanager,Present,Native,Occasional,Migratory
15063,Spiza americana,Dickcissel,Present,Native,Occasional,Vagrant
15064,Certhia americana,Brown Creeper,Present,Native,Rare,Migratory
15065,Cinclus mexicanus,American Dipper,Present,Native,Occasional,Vagrant
15066,Aphelocoma insularis,Island Scrub Jay,Present,Native,Common,Breeder
15067,Corvus brachyrhynchos,American Crow,Present,Native,Occasional,Vagrant
15068,Corvus corax,Common Raven,Present,Native,Uncommon,Breeder
15069,Nucifraga columbiana,Clark's Nutcracker,Present,Native,Occasional,Migratory
15070,Pica nuttalli,Yellow-Billed Magpie,Present,Native,Occasional,Vagrant
15071,Aimophila ruficeps,Rufous-Crowned Sparrow,Present,Native,Uncommon,Breeder
15072,Ammodramus savannarum,Grasshopper Sparrow,Present,Native,Rare,Breeder
15073,Amphispiza belli,Sage Sparrow,Present,Native,Occasional,Vagrant
15074,Amphispiza bilineata,Black-Throated Sparrow,Present,Native,Rare,Vagrant
15075,Calamospiza melanocorys,Lark Bunting,Present,Native,Occasional,Vagrant
15076,Chondestes grammacus,Lark Sparrow,Present,Native,Common,Vagrant
15077,Junco hyemalis,Dark-Eyed Junco,Present,Native,Common,Migratory
15078,Melospiza georgiana,Swamp Sparrow,Present,Native,Occasional,Vagrant
15079,Melospiza lincolnii,Lincoln's Sparrow,Present,Native,Uncommon,Migratory
15080,Melospiza melodia,Song Sparrow,Present,Native,Common,Breeder
15081,Passerculus sandwichensis,Savannah Sparrow,Present,Native,Common,Migratory
15082,Passerella iliaca,Fox Sparrow,Present,Native,Common,Migratory
15083,Pipilo chlorurus,Green-Tailed Towhee,Present,Native,Rare,Vagrant
15084,Pipilo maculatus,Spotted Towhee,Present,Native,Uncommon,Breeder
15085,Pooecetes gramineus,Vesper Sparrow,Present,Native,Uncommon,Vagrant
15086,Spizella arborea,American Tree Sparrow,Present,Native,Occasional,Vagrant
15087,Spizella atrogularis,Black-Chinned Sparrow,Present,Native,Occasional,Vagrant
15088,Spizella breweri,Brewer's Sparrow,Present,Native,Occasional,Vagrant
15089,Spizella pallida,Clay-Colored Sparrow,Present,Native,Rare,Vagrant
15090,Spizella passerina,Chipping Sparrow,Present,Native,Common,Breeder
15091,Zonotrichia albicollis,White-Throated Sparrow,Present,Native,Occasional,Vagrant
15092,Zonotrichia atricapilla,Golden-Crowned Sparrow,Present,Native,Abundant,Migratory
15093,Zonotrichia leucophrys,White-Crowned Sparrow,Present,Native,Abundant,Migratory
15094,Zonotrichia querula,Harris' Sparrow,Present,Native,Occasional,Vagrant
15095,Carduelis lawrencei,Lawrence's Goldfinch,Present,Native,Rare,Vagrant
15096,Carduelis pinus,Pine Siskin,Present,Native,Uncommon,Vagrant
15097,Carduelis psaltria,Lesser Goldfinch,Present,Native,Uncommon,Breeder
15098,Carduelis tristis,American Goldfinch,Present,Native,Rare,Migratory
15099,Carpodacus mexicanus,House Finch,Present,Native,Common,Breeder
15100,Carpodacus purpureus,Purple Finch,Present,Native,Uncommon,Migratory
15101,Loxia curvirostra,Red Crossbill,Present,Native,Rare,Migratory
15102,Hirundo rustica,Barn Swallow,Present,Native,Uncommon,Breeder
15103,Petrochelidon pyrrhonota,Cliff Swallow,Present,Native,Occasional,Breeder
15104,Progne subis,Purple Martin,Present,Native,Occasional,Vagrant
15105,Riparia riparia,Bank Swallow,Present,Native,Occasional,Vagrant
15106,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Present,Native,Rare,Vagrant
15107,Tachycineta bicolor,Tree Swallow,Present,Native,Rare,Vagrant
15108,Tachycineta thalassina,Violet-Green Swallow,Present,Native,Rare,Vagrant
15109,Agelaius phoeniceus,Red-Winged Blackbird,Present,Native,Uncommon,Breeder
15110,Agelaius tricolor,Tricolored Blackbird,Present,Native,Rare,Vagrant
15111,Dolichonyx oryzivorus,Bobolink,Present,Native,Rare,Vagrant
15112,Euphagus carolinus,Rusty Blackbird,Present,Native,Occasional,Vagrant
15113,Euphagus cyanocephalus,Brewer's Blackbird,Present,Native,Rare,Breeder
15114,Icterus bullockii,Bullock's Oriole,Present,Native,Uncommon,Vagrant
15115,Icterus cucullatus,Hooded Oriole,Present,Native,Rare,Vagrant
15116,Icterus galbula,Baltimore Oriole,Present,Native,Uncommon,Vagrant
15117,Icterus parisorum,Scott's Oriole,Present,Native,Occasional,Vagrant
15118,Molothrus ater,Brown-Headed Cowbird,Present,Native,Uncommon,Migratory
15119,Sturnella neglecta,Western Meadowlark,Present,Native,Common,Breeder
15120,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Present,Native,Rare,Vagrant
15121,Lanius ludovicianus,Loggerhead Shrike,Present,Native,Rare,Breeder
15122,Dumetella carolinensis,Gray Catbird,Present,Native,Occasional,Vagrant
15123,Mimus polyglottos,Northern Mockingbird,Present,Native,Uncommon,Breeder
15124,Oreoscoptes montanus,Sage Thrasher,Present,Native,Rare,Vagrant
15125,Toxostoma bendirei,Bendire's Thrasher,Present,Native,Occasional,Vagrant
15126,Toxostoma rufum,Brown Thrasher,Present,Native,Occasional,Vagrant
15127,Anthus cervinus,Red-Throated Pipit,Present,Native,Occasional,Vagrant
15128,Anthus rubescens,American Pipit,Present,Native,Occasional,Vagrant
15129,Dendroica caerulescens,Black-Throated Blue Warbler,Present,Native,Occasional,Vagrant
15130,Dendroica castanea,Bay-Breasted Warbler,Present,Native,Occasional,Vagrant
15131,Dendroica coronata,Yellow-Rumped Warbler,Present,Native,Common,Migratory
15132,Dendroica discolor,Prairie Warbler,Present,Native,Occasional,Vagrant
15133,Dendroica dominica,Yellow-Throated Warbler,Present,Native,Occasional,Vagrant
15134,Dendroica fusca,Blackburnian Warbler,Present,Native,Occasional,Vagrant
15135,Dendroica graciae,Grace's Warbler,Present,Native,Occasional,Vagrant
15136,Dendroica magnolia,Magnolia Warbler,Present,Native,Occasional,Vagrant
15137,Dendroica nigrescens,Black-Throated Gray Warbler,Present,Native,Rare,Vagrant
15138,Dendroica occidentalis,Hermit Warbler,Present,Native,Common,Vagrant
15139,Dendroica palmarum,Palm Warbler,Present,Native,Rare,Vagrant
15140,Dendroica pensylvanica,Chestnut-Sided Warbler,Present,Native,Occasional,Vagrant
15141,Dendroica petechia,Yellow Warbler,Present,Native,Uncommon,Vagrant
15142,Dendroica striata,Blackpoll Warbler,Present,Native,Rare,Vagrant
15143,Dendroica tigrina,Cape May Warbler,Present,Native,Occasional,Vagrant
15144,Dendroica townsendi,Townsend's Warbler,Present,Native,Uncommon,Vagrant
15145,Dendroica virens,Black-Throated Green Warbler,Present,Native,Occasional,Vagrant
15146,Geothlypis trichas,Common Yellowthroat,Present,Native,Uncommon,Migratory
15147,Icteria virens,Yellow-Breasted Chat,Present,Native,Uncommon,Vagrant
15148,Mniotilta varia,Black-And-White Warbler,Present,Native,Rare,Vagrant
15149,Myioborus pictus,Painted Redstart,Present,Native,Occasional,Vagrant
15150,Oporornis formosus,Kentucky Warbler,Present,Native,Occasional,Vagrant
15151,Oporornis philadelphia,Mourning Warbler,Present,Native,Occasional,Vagrant
15152,Oporornis tolmiei,Macgillivray's Warbler,Present,Native,Uncommon,Vagrant
15153,Parula americana,Northern Parula,Present,Native,Occasional,Vagrant
15154,Protonotaria citrea,Prothonotary Warbler,Present,Native,Occasional,Vagrant
15155,Seiurus aurocapillus,Ovenbird,Present,Native,Rare,Vagrant
15156,Seiurus noveboracensis,Northern Waterthrush,Present,Native,Occasional,Vagrant
15157,Setophaga ruticilla,American Redstart,Present,Native,Rare,Vagrant
15158,Vermivora celata,Orange-Crowned Warbler,Present,Native,Common,Breeder
15159,Vermivora luciae,Lucy's Warbler,Present,Native,Occasional,Vagrant
15160,Vermivora peregrina,Tennessee Warbler,Present,Native,Occasional,Vagrant
15161,Vermivora ruficapilla,Nashville Warbler,Present,Native,Occasional,Vagrant
15162,Vermivora virginiae,Virginia's Warbler,Present,Native,Occasional,Vagrant
15163,Wilsonia canadensis,Canada Warbler,Present,Native,Occasional,Vagrant
15164,Wilsonia citrina,Hooded Warbler,Present,Native,Occasional,Vagrant
15165,Wilsonia pusilla,Wilson's Warbler,Present,Native,Common,Vagrant
15166,Passer domesticus,House Sparrow,Present,Native,Rare,Vagrant
15167,Polioptila caerulea,Blue-Gray Gnatcatcher,Present,Native,Uncommon,Breeder
15168,Phainopepla nitens,Phainopepla,Present,Native,Occasional,Breeder
15169,Regulus calendula,Ruby-Crowned Kinglet,Present,Native,Common,Migratory
15170,Regulus satrapa,Golden-Crowned Kinglet,Present,Native,Occasional,Migratory
15171,Sitta canadensis,Red-Breasted Nuthatch,Present,Native,Uncommon,Breeder
15172,Sitta carolinensis,White-Breasted Nuthatch,Present,Native,Occasional,Migratory
15173,Sturnus vulgaris,European Starling,Present,Not Native,Abundant,Breeder
15174,Catherpes mexicanus,Canyon Wren,Present,Native,Occasional,Resident
15175,Cistothorus palustris,Marsh Wren,Present,Native,Occasional,Migratory
15176,Salpinctes obsoletus,Rock Wren,Present,Native,Uncommon,Breeder
15177,Thryomanes bewickii,Bewick's Wren,Present,Native,Common,Breeder
15178,Troglodytes aedon,House Wren,Present,Native,Uncommon,Migratory
15179,Troglodytes troglodytes,Winter Wren,Present,Native,Rare,Vagrant
15180,Catharus guttatus,Hermit Thrush,Present,Native,Occasional,Vagrant
15181,Catharus ustulatus,Swainson's Thrush,Present,Native,Occasional,Breeder
15182,Myadestes townsendi,Townsend's Solitaire,Present,Native,Occasional,Migratory
15183,Sialia currucoides,Mountain Bluebird,Present,Native,Occasional,Migratory
15184,Sialia mexicana,Western Bluebird,Present,Native,Occasional,Migratory
15185,Turdus migratorius,American Robin,Present,Native,Occasional,Breeder
15186,Zoothera naevia,Varied Thrush,Present,Native,Rare,Migratory
15187,Contopus borealis,Olive-Sided Flycatcher,Present,Native,Uncommon,Vagrant
15188,Contopus sordidulus,Western Wood-Pewee,Present,Native,Common,Vagrant
15189,Empidonax difficilis,Pacific-Slope Flycatcher,Present,Native,Common,Breeder
15190,Empidonax hammondii,Hammond's Flycatcher,Present,Native,Rare,Vagrant
15191,Empidonax minimus,Least Flycatcher,Present,Native,Occasional,Vagrant
15192,Empidonax oberholseri,Dusky Flycatcher,Present,Native,Rare,Vagrant
15193,Empidonax traillii,Willow Flycatcher,Present,Native,Uncommon,Vagrant
15194,Empidonax wrightii,Gray Flycatcher,Present,Native,Rare,Vagrant
15195,Myiarchus cinerascens,Ash-Throated Flycatcher,Present,Native,Rare,Breeder
15196,Pyrocephalus rubinus,Vermillion Flycatcher,Present,Native,Occasional,Vagrant
15197,Sayornis nigricans,Black Phoebe,Present,Native,Rare,Breeder
15198,Sayornis phoebe,Eastern Phoebe,Present,Native,Occasional,Vagrant
15199,Sayornis saya,Say's Phoebe,Present,Native,Common,Migratory
15200,Tyrannus forficatus,Scissor-Tailed Flycatcher,Present,Native,Occasional,Vagrant
15201,Tyrannus tyrannus,Eastern Kingbird,Present,Native,Occasional,Vagrant
15202,Tyrannus verticalis,Western Kingbird,Present,Native,Uncommon,Vagrant
15203,Tyrannus vociferans,Cassin's Kingbird,Present,Native,Rare,Vagrant
15204,Vireo bellii,Bell's Vireo,Present,Native,Occasional,Vagrant
15205,Vireo cassinii,Cassin's Vireo,Present,Native,Unknown,No Data
15206,Vireo gilvus,Warbling Vireo,Present,Native,Uncommon,Migratory
15207,Vireo huttoni,Hutton's Vireo,Present,Native,Uncommon,Breeder
15208,Vireo olivaceus,Red-Eyed Vireo,Present,Native,Occasional,Vagrant
15209,Vireo philadelphicus,Philadelphia Vireo,Present,Native,Occasional,Vagrant
15210,Vireo plumbeus,Plumbeus Vireo,Present,Native,Unknown,No Data
15211,Vireo vicinior,Gray Vireo,Present,Native,Occasional,Vagrant
15212,Ardea alba,Great Egret,Present,Native,Occasional,Vagrant
15213,Ardea herodias,Great Blue Heron,Present,Native,Uncommon,Migratory
15214,Bubulcus ibis,Cattle Egret,Present,Native,Rare,Migratory
15215,Butorides virescens,Green Heron,Present,Native,Rare,Vagrant
15216,Egretta thula,Snowy Egret,Present,Native,Occasional,Vagrant
15217,Nycticorax nycticorax,Black-Crowned Night-Heron,Present,Native,Occasional,Migratory
15218,Pelecanus erythrorhynchos,American White Pelican,Present,Native,Occasional,Vagrant
15219,Pelecanus occidentalis,Brown Pelican,Present,Native,Abundant,Breeder
15220,Phaethon aethereus,Red-Billed Tropicbird,Present,Native,Occasional,Vagrant
15221,Colaptes auratus,Northern Flicker,Present,Native,Uncommon,Breeder
15222,Melanerpes formicivorus,Acorn Woodpecker,Present,Native,Uncommon,Breeder
15223,Melanerpes lewis,Lewis' Woodpecker,Present,Native,Uncommon,No Data
15224,Picoides nuttallii,Nuttall's Woodpecker,Present,Native,Occasional,Vagrant
15225,Sphyrapicus nuchalis,Red-Naped Sapsucker,Present,Native,Occasional,Vagrant
15226,Sphyrapicus ruber,Red-Breasted Sapsucker,Present,Native,Uncommon,Migratory
15227,Sphyrapicus varius,Yellow-Bellied Sapsucker,Present,Native,Rare,Migratory
15228,Aechmophorus clarkii,Clark's Grebe,Present,Native,Occasional,Vagrant
15229,Aechmophorus occidentalis,Western Grebe,Present,Native,Common,Migratory
15230,Podiceps auritus,Horned Grebe,Present,Native,Common,Migratory
15231,Podiceps nigricollis,Eared Grebe,Present,Native,Abundant,Migratory
15232,Podilymbus podiceps,Pied-Billed Grebe,Present,Native,Occasional,Vagrant
15233,Diomedea albatrus,Short-Tailed Albatross,Present,Native,Occasional,Vagrant
15234,Diomedea immutabilis,Laysan Albatross,Present,Native,Occasional,Vagrant
15235,Diomedea nigripes,Black-Footed Albatross,Present,Native,Occasional,Migratory
